request_id,scenario_class,username,resource,action,risk_level,location,device_compliant,session_age_s,travel_velocity_kmh,zt_granted,zt_policy_id,zt_trust_score,static_rbac_granted,latency_ms
198,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,1085,0,true,ZTP-OK,100,true,1.2304
199,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,514,0,true,ZTP-OK,100,true,1.0186
200,"Off-Hours Access Attempt",recordsadmin01,admin-records,Read,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,0.4961
201,"Lateral Access Attempt",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",true,3292,0,false,ZTP-RBAC,100,false,0.4894
202,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,3104,0,false,ZTP-RBAC,100,true,1.412
203,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,3028,0,true,ZTP-OK,100,true,1.2909
204,"Location / Travel Anomaly",vendor01,patient-records,Write,High,"Russia, Moscow",true,3335,1105,false,ZTP-02,0,false,0.6044
205,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,3083,0,true,ZTP-OK,100,true,1.4742
206,"Device Non-Compliant / Session Decay",officer@hmc.com,patient-records,Write,Low,"Nigeria, Lagos",false,18453,0,false,ZTP-02,35,false,0.6175
207,"Lateral Access Attempt",vendor01,patient-records,Read,Low,"Nigeria, Lagos",true,327,0,false,ZTP-RBAC,100,false,0.5347
208,"Device Non-Compliant / Session Decay",doctor01,patient-records,Write,Low,"Nigeria, Lagos",false,16626,0,false,ZTP-02,35,true,0.5046
209,"Location / Travel Anomaly",nurse01,patient-records,Write,High,"Unknown / VPN",true,137,983,false,ZTP-02,0,false,0.5289
210,"Off-Hours Access Attempt",recordsadmin01,admin-records,Write,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,0.5211
211,"Location / Travel Anomaly",itsecurityadmin01,patient-records,Write,High,"Australia, Sydney",true,246,1122,false,ZTP-02,0,false,0.5754
212,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,1498,0,false,ZTP-RBAC,100,true,1.2048
213,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,1113,0,true,ZTP-OK,100,true,1.1401
214,"Emergency Break-Glass Override",emergency.admin,patient-records,Write,High,"Nigeria, Lagos",true,892,0,true,ZTP-05,45,true,0.023
215,"Device Non-Compliant / Session Decay",emergency.admin,patient-records,Write,Low,"Nigeria, Lagos",false,19031,0,false,ZTP-05,35,true,0.0078
216,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,2549,0,false,ZTP-RBAC,100,true,1.1752
217,"Emergency Break-Glass Override",emergency.admin,patient-records,Write,High,"Nigeria, Lagos",true,819,0,true,ZTP-05,45,true,0.0239
218,"Location / Travel Anomaly",recordsadmin01,patient-records,Read,High,"Unknown / VPN",true,801,1182,false,ZTP-02,0,false,0.6563
219,"Off-Hours Access Attempt",recordsadmin01,admin-records,Write,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,0.6126
220,"Location / Travel Anomaly",vendor01,patient-records,Write,Medium,"Australia, Sydney",true,2795,1159,false,ZTP-02,20,false,0.5511
221,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,2339,0,true,ZTP-OK,100,true,1.135
222,"Lateral Access Attempt",vendor01,patient-records,Read,Low,"Nigeria, Lagos",true,2030,0,false,ZTP-RBAC,100,false,0.5799
223,"Device Non-Compliant / Session Decay",emergency.admin,patient-records,Read,Low,"Nigeria, Lagos",false,16510,0,false,ZTP-05,35,true,0.0179
224,"Device Non-Compliant / Session Decay",doctor01,patient-records,Read,Low,"Nigeria, Lagos",false,15447,0,false,ZTP-02,35,true,0.5086
225,"Lateral Access Attempt",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",true,1290,0,false,ZTP-RBAC,100,false,0.5136
226,"Off-Hours Access Attempt",recordsadmin01,admin-records,Read,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,0.7121
227,"Off-Hours Access Attempt",recordsadmin01,admin-records,Read,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,0.601
228,"Location / Travel Anomaly",vendor01,patient-records,Read,Medium,"Russia, Moscow",true,3569,1310,false,ZTP-02,20,false,0.6145
229,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,987,0,false,ZTP-RBAC,100,true,1.0089
230,"Lateral Access Attempt",vendor01,patient-records,Read,Low,"Nigeria, Lagos",true,2373,0,false,ZTP-RBAC,100,false,0.4876
231,"Location / Travel Anomaly",emergency.admin,patient-records,Write,Medium,"Russia, Moscow",true,2632,1133,false,ZTP-05,20,true,0.0083
232,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,900,0,false,ZTP-RBAC,100,true,1.3997
233,"Location / Travel Anomaly",nurse01,patient-records,Read,High,"Unknown / VPN",true,469,1330,false,ZTP-02,0,true,0.566
234,"Device Non-Compliant / Session Decay",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",false,15801,0,false,ZTP-02,35,false,0.5548
235,"Location / Travel Anomaly",itsecurityadmin01,patient-records,Read,Medium,"Australia, Sydney",true,3095,1194,false,ZTP-02,20,false,0.6283
236,"Location / Travel Anomaly",vendor01,patient-records,Write,Medium,"Unknown / VPN",true,1806,1054,false,ZTP-02,20,false,0.4912
237,"Emergency Break-Glass Override",emergency.admin,patient-records,Write,High,"Nigeria, Lagos",true,97,0,true,ZTP-05,45,true,0.0242
238,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,313,0,true,ZTP-OK,100,true,0.9783
239,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,741,0,false,ZTP-RBAC,100,true,1.0925
240,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,1085,0,false,ZTP-RBAC,100,true,0.9883
241,"Location / Travel Anomaly",nurse01,patient-records,Write,Medium,"Australia, Sydney",true,834,1202,false,ZTP-02,20,false,0.497
242,"Device Non-Compliant / Session Decay",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",false,17226,0,false,ZTP-02,35,false,0.4721
243,"Lateral Access Attempt",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",true,1717,0,false,ZTP-RBAC,100,false,0.4971
244,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,2490,0,false,ZTP-RBAC,100,true,0.9843
245,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,1381,0,true,ZTP-OK,100,true,1.173
246,"Off-Hours Access Attempt",recordsadmin01,admin-records,Write,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,1.5335
247,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,596,0,false,ZTP-RBAC,100,true,1.619
248,"Location / Travel Anomaly",doctor01,patient-records,Write,Medium,"Unknown / VPN",true,2454,1011,false,ZTP-02,20,true,0.8969
249,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,2562,0,false,ZTP-RBAC,100,true,1.2308
250,"Device Non-Compliant / Session Decay",recordsadmin01,patient-records,Write,Low,"Nigeria, Lagos",false,16772,0,false,ZTP-02,35,false,0.528
251,"Lateral Access Attempt",vendor01,patient-records,Read,Low,"Nigeria, Lagos",true,575,0,false,ZTP-RBAC,100,false,0.5022
252,"Off-Hours Access Attempt",recordsadmin01,admin-records,Read,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,0.4666
253,"Lateral Access Attempt",vendor01,patient-records,Read,Low,"Nigeria, Lagos",true,1463,0,false,ZTP-RBAC,100,false,0.5137
254,"Lateral Access Attempt",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",true,1212,0,false,ZTP-RBAC,100,false,0.6108
255,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,157,0,false,ZTP-RBAC,100,true,1.0245
256,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,301,0,true,ZTP-OK,100,true,1.4144
257,"Off-Hours Access Attempt",recordsadmin01,admin-records,Read,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,0.609
258,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,2536,0,true,ZTP-OK,100,true,1.0557
259,"Location / Travel Anomaly",itsecurityadmin01,patient-records,Read,High,"Australia, Sydney",true,1124,978,false,ZTP-02,0,false,0.5187
260,"Device Non-Compliant / Session Decay",vendor01,patient-records,Read,Low,"Nigeria, Lagos",false,18087,0,false,ZTP-02,35,false,0.5431
261,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,411,0,false,ZTP-RBAC,100,true,0.9963
262,"Off-Hours Access Attempt",recordsadmin01,admin-records,Read,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,0.5322
263,"Off-Hours Access Attempt",recordsadmin01,admin-records,Read,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,0.4596
264,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,2935,0,false,ZTP-RBAC,100,true,0.9929
265,"Lateral Access Attempt",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",true,3051,0,false,ZTP-RBAC,100,false,0.5421
266,"Off-Hours Access Attempt",recordsadmin01,admin-records,Read,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,0.4858
267,"Off-Hours Access Attempt",recordsadmin01,admin-records,Read,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,0.4791
268,"Lateral Access Attempt",vendor01,patient-records,Read,Low,"Nigeria, Lagos",true,2563,0,false,ZTP-RBAC,100,false,0.4853
269,"Location / Travel Anomaly",auditor01,patient-records,Read,High,"Unknown / VPN",true,492,1090,false,ZTP-02,0,false,0.9034
270,"Location / Travel Anomaly",officer@hmc.com,patient-records,Write,Medium,"Russia, Moscow",true,444,1033,false,ZTP-02,20,false,0.4952
271,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,3149,0,true,ZTP-OK,100,true,1.3531
272,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,646,0,true,ZTP-OK,100,true,1.0048
273,"Location / Travel Anomaly",nurse01,patient-records,Read,Medium,"Russia, Moscow",true,1747,1151,false,ZTP-02,20,true,0.4581
274,"Location / Travel Anomaly",recordsadmin01,patient-records,Write,High,"Australia, Sydney",true,2725,1294,false,ZTP-02,0,false,0.504
275,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,14,0,true,ZTP-OK,100,true,1.1627
276,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,470,0,true,ZTP-OK,100,true,1.1269
277,"Location / Travel Anomaly",auditor01,patient-records,Read,Medium,"Australia, Sydney",true,538,993,false,ZTP-02,20,false,0.5075
278,"Device Non-Compliant / Session Decay",officer@hmc.com,patient-records,Read,Low,"Nigeria, Lagos",false,17462,0,false,ZTP-02,35,false,0.793
279,"Lateral Access Attempt",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",true,2908,0,false,ZTP-RBAC,100,false,0.6244
280,"Device Non-Compliant / Session Decay",doctor01,patient-records,Write,Low,"Nigeria, Lagos",false,17479,0,false,ZTP-02,35,true,0.4658
281,"Location / Travel Anomaly",nurse01,patient-records,Read,Medium,"Unknown / VPN",true,29,966,false,ZTP-02,20,true,0.4876
282,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,2574,0,true,ZTP-OK,100,true,1.0037
283,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,101,0,false,ZTP-RBAC,100,true,1.1943
284,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,706,0,false,ZTP-RBAC,100,true,1.0575
285,"Lateral Access Attempt",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",true,3458,0,false,ZTP-RBAC,100,false,0.4897
286,"Off-Hours Access Attempt",recordsadmin01,admin-records,Read,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,0.4761
287,"Location / Travel Anomaly",emergency.admin,patient-records,Read,High,"Unknown / VPN",true,1382,1033,false,ZTP-05,0,true,0.0083
288,"Device Non-Compliant / Session Decay",doctor01,patient-records,Write,Low,"Nigeria, Lagos",false,18117,0,false,ZTP-02,35,true,0.4584
289,"Location / Travel Anomaly",nurse01,patient-records,Read,High,"Australia, Sydney",true,2227,1322,false,ZTP-02,0,true,0.4515
290,"Device Non-Compliant / Session Decay",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",false,18351,0,false,ZTP-02,35,false,0.5374
291,"Location / Travel Anomaly",itsecurityadmin01,patient-records,Read,Medium,"Russia, Moscow",true,1112,1147,false,ZTP-02,20,false,0.6411
292,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,2983,0,false,ZTP-RBAC,100,true,1.2855
293,"Device Non-Compliant / Session Decay",auditor01,patient-records,Read,Low,"Nigeria, Lagos",false,17446,0,false,ZTP-02,35,false,0.6231
294,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,2907,0,true,ZTP-OK,100,true,1.266
295,"Device Non-Compliant / Session Decay",emergency.admin,patient-records,Read,Low,"Nigeria, Lagos",false,19250,0,false,ZTP-05,35,true,1.1346
296,"Device Non-Compliant / Session Decay",doctor01,patient-records,Write,Low,"Nigeria, Lagos",false,19615,0,false,ZTP-02,35,true,0.7185
297,"Lateral Access Attempt",vendor01,patient-records,Read,Low,"Nigeria, Lagos",true,363,0,false,ZTP-RBAC,100,false,0.9894
298,"Emergency Break-Glass Override",emergency.admin,patient-records,Write,High,"Nigeria, Lagos",true,219,0,true,ZTP-05,45,true,0.0295
299,"Location / Travel Anomaly",itsecurityadmin01,patient-records,Read,High,"Unknown / VPN",true,3289,1308,false,ZTP-02,0,false,0.5822
300,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,965,0,false,ZTP-RBAC,100,true,1.1393
301,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,1862,0,true,ZTP-OK,100,true,1.8549
302,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,632,0,false,ZTP-RBAC,100,true,1.9313
303,"Lateral Access Attempt",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",true,2250,0,false,ZTP-RBAC,100,false,1.0107
304,"Location / Travel Anomaly",doctor01,patient-records,Write,Medium,"Australia, Sydney",true,172,1083,false,ZTP-02,20,true,0.5665
305,"Device Non-Compliant / Session Decay",nurse01,patient-records,Write,Low,"Nigeria, Lagos",false,16463,0,false,ZTP-02,35,false,0.502
306,"Lateral Access Attempt",vendor01,patient-records,Read,Low,"Nigeria, Lagos",true,842,0,false,ZTP-RBAC,100,false,0.5415
307,"Off-Hours Access Attempt",recordsadmin01,admin-records,Read,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,0.5433
308,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,703,0,true,ZTP-OK,100,true,1.3977
309,"Location / Travel Anomaly",auditor01,patient-records,Read,Medium,"Russia, Moscow",true,2529,1139,false,ZTP-02,20,false,0.5707
310,"Lateral Access Attempt",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",true,2694,0,false,ZTP-RBAC,100,false,0.496
311,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,1557,0,true,ZTP-OK,100,true,0.933
312,"Off-Hours Access Attempt",recordsadmin01,admin-records,Read,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,0.4844
313,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,613,0,true,ZTP-OK,100,true,0.9382
314,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,2375,0,false,ZTP-RBAC,100,true,0.9405
315,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,3391,0,true,ZTP-OK,100,true,1.0253
316,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,1216,0,true,ZTP-OK,100,true,1.2154
317,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,1184,0,false,ZTP-RBAC,100,true,1.1159
318,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,1282,0,true,ZTP-OK,100,true,1.1065
319,"Device Non-Compliant / Session Decay",emergency.admin,patient-records,Read,Low,"Nigeria, Lagos",false,17397,0,false,ZTP-05,35,true,0.0384
320,"Off-Hours Access Attempt",recordsadmin01,admin-records,Read,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,1.1452
321,"Location / Travel Anomaly",nurse01,patient-records,Read,High,"Russia, Moscow",true,3085,1105,false,ZTP-02,0,true,0.6595
322,"Lateral Access Attempt",vendor01,patient-records,Read,Low,"Nigeria, Lagos",true,2803,0,false,ZTP-RBAC,100,false,0.6705
323,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,89,0,false,ZTP-RBAC,100,true,1.5597
324,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,3321,0,false,ZTP-RBAC,100,true,0.9361
325,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,1182,0,true,ZTP-OK,100,true,1.2854
326,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,3236,0,true,ZTP-OK,100,true,1.0673
327,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,3299,0,true,ZTP-OK,100,true,1.0317
328,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,351,0,true,ZTP-OK,100,true,0.9645
329,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,3541,0,true,ZTP-OK,100,true,1.0192
330,"Device Non-Compliant / Session Decay",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",false,15678,0,false,ZTP-02,35,false,0.6509
331,"Location / Travel Anomaly",itsecurityadmin01,patient-records,Read,High,"Australia, Sydney",true,1342,952,false,ZTP-02,0,false,0.4634
332,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,301,0,true,ZTP-OK,100,true,0.9245
333,"Emergency Break-Glass Override",emergency.admin,patient-records,Write,High,"Nigeria, Lagos",true,1625,0,false,ZTP-05,45,true,0.0155
334,"Device Non-Compliant / Session Decay",officer@hmc.com,patient-records,Read,Low,"Nigeria, Lagos",false,18603,0,false,ZTP-02,35,false,0.4486
335,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,2914,0,true,ZTP-OK,100,true,1.0575
336,"Lateral Access Attempt",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",true,717,0,false,ZTP-RBAC,100,false,0.555
337,"Off-Hours Access Attempt",recordsadmin01,admin-records,Read,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,0.4785
338,"Location / Travel Anomaly",recordsadmin01,patient-records,Read,High,"Unknown / VPN",true,2682,1002,false,ZTP-02,0,false,0.5771
339,"Location / Travel Anomaly",itsecurityadmin01,patient-records,Read,High,"Russia, Moscow",true,181,1285,false,ZTP-02,0,false,0.5161
340,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,53,0,false,ZTP-RBAC,100,true,1.1406
341,"Off-Hours Access Attempt",recordsadmin01,admin-records,Write,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,0.5248
342,"Location / Travel Anomaly",officer@hmc.com,patient-records,Read,Medium,"Russia, Moscow",true,2135,1174,false,ZTP-02,20,false,0.5153
343,"Device Non-Compliant / Session Decay",emergency.admin,patient-records,Read,Low,"Nigeria, Lagos",false,19723,0,false,ZTP-05,35,true,0.0152
344,"Location / Travel Anomaly",doctor01,patient-records,Write,High,"Unknown / VPN",true,2949,1242,false,ZTP-02,0,true,0.4457
345,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,3228,0,false,ZTP-RBAC,100,true,0.9695
346,"Off-Hours Access Attempt",recordsadmin01,admin-records,Read,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,0.4881
347,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,1033,0,true,ZTP-OK,100,true,1.7372
348,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,3464,0,false,ZTP-RBAC,100,true,1.1529
349,"Device Non-Compliant / Session Decay",auditor01,patient-records,Read,Low,"Nigeria, Lagos",false,19170,0,false,ZTP-02,35,false,0.6936
350,"Location / Travel Anomaly",officer@hmc.com,patient-records,Write,High,"Unknown / VPN",true,41,1148,false,ZTP-02,0,false,0.5208
351,"Device Non-Compliant / Session Decay",emergency.admin,patient-records,Read,Low,"Nigeria, Lagos",false,19494,0,false,ZTP-05,35,true,0.0144
352,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,44,0,true,ZTP-OK,100,true,0.9482
353,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,2820,0,true,ZTP-OK,100,true,0.9744
354,"Lateral Access Attempt",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",true,3044,0,false,ZTP-RBAC,100,false,0.5054
355,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,1680,0,true,ZTP-OK,100,true,0.9477
356,"Device Non-Compliant / Session Decay",vendor01,patient-records,Read,Low,"Nigeria, Lagos",false,18106,0,false,ZTP-02,35,false,0.4753
357,"Device Non-Compliant / Session Decay",auditor01,patient-records,Read,Low,"Nigeria, Lagos",false,16163,0,false,ZTP-02,35,false,0.4586
358,"Off-Hours Access Attempt",recordsadmin01,admin-records,Write,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,0.4771
359,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,3419,0,true,ZTP-OK,100,true,1.0074
360,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,291,0,true,ZTP-OK,100,true,1.5437
361,"Device Non-Compliant / Session Decay",nurse01,patient-records,Read,Low,"Nigeria, Lagos",false,15989,0,false,ZTP-02,35,true,0.6315
362,"Location / Travel Anomaly",recordsadmin01,patient-records,Read,Medium,"Unknown / VPN",true,1693,1287,false,ZTP-02,20,false,0.668
363,"Emergency Break-Glass Override",emergency.admin,patient-records,Write,High,"Nigeria, Lagos",true,1011,0,false,ZTP-05,45,true,0.0465
364,"Lateral Access Attempt",vendor01,patient-records,Read,Low,"Nigeria, Lagos",true,106,0,false,ZTP-RBAC,100,false,0.5911
365,"Location / Travel Anomaly",auditor01,patient-records,Read,Medium,"Unknown / VPN",true,3550,1260,false,ZTP-02,20,false,0.5597
366,"Device Non-Compliant / Session Decay",officer@hmc.com,patient-records,Read,Low,"Nigeria, Lagos",false,19842,0,false,ZTP-02,35,false,0.4777
367,"Lateral Access Attempt",vendor01,patient-records,Read,Low,"Nigeria, Lagos",true,2205,0,false,ZTP-RBAC,100,false,0.4274
368,"Off-Hours Access Attempt",recordsadmin01,admin-records,Write,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,0.5156
369,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,3113,0,true,ZTP-OK,100,true,1.4063
370,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,2490,0,false,ZTP-RBAC,100,true,1.0081
371,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,1613,0,false,ZTP-RBAC,100,true,1.0581
372,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,1932,0,false,ZTP-RBAC,100,true,0.9315
373,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,2170,0,false,ZTP-RBAC,100,true,1.2422
374,"Lateral Access Attempt",vendor01,patient-records,Read,Low,"Nigeria, Lagos",true,562,0,false,ZTP-RBAC,100,false,0.4709
375,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,3013,0,false,ZTP-RBAC,100,true,0.9329
376,"Device Non-Compliant / Session Decay",doctor01,patient-records,Write,Low,"Nigeria, Lagos",false,17568,0,false,ZTP-02,35,true,0.4912
377,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,2385,0,false,ZTP-RBAC,100,true,1.1043
378,"Emergency Break-Glass Override",emergency.admin,patient-records,Write,High,"Nigeria, Lagos",true,2978,0,false,ZTP-05,45,true,0.0172
379,"Off-Hours Access Attempt",recordsadmin01,admin-records,Read,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,0.4563
380,"Location / Travel Anomaly",vendor01,patient-records,Write,Medium,"Unknown / VPN",true,1876,1121,false,ZTP-02,20,false,0.5032
381,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,3379,0,true,ZTP-OK,100,true,0.9819
382,"Location / Travel Anomaly",officer@hmc.com,patient-records,Write,High,"Australia, Sydney",true,1314,1051,false,ZTP-02,0,false,0.5745
383,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,616,0,false,ZTP-RBAC,100,true,1.3329
384,"Location / Travel Anomaly",doctor01,patient-records,Read,Medium,"Russia, Moscow",true,2614,1178,false,ZTP-02,20,true,0.5592
385,"Device Non-Compliant / Session Decay",nurse01,patient-records,Read,Low,"Nigeria, Lagos",false,16676,0,false,ZTP-02,35,true,0.6392
386,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,1483,0,true,ZTP-OK,100,true,1.76
387,"Device Non-Compliant / Session Decay",itsecurityadmin01,patient-records,Write,Low,"Nigeria, Lagos",false,18540,0,false,ZTP-02,35,false,0.9377
388,"Lateral Access Attempt",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",true,2097,0,false,ZTP-RBAC,100,false,1.17
389,"Lateral Access Attempt",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",true,1024,0,false,ZTP-RBAC,100,false,1.0418
390,"Location / Travel Anomaly",officer@hmc.com,patient-records,Read,Medium,"Russia, Moscow",true,2938,1048,false,ZTP-02,20,false,0.852
391,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,1477,0,true,ZTP-OK,100,true,1.2666
392,"Location / Travel Anomaly",doctor01,patient-records,Write,High,"Unknown / VPN",true,3551,1156,false,ZTP-02,0,true,0.6846
393,"Location / Travel Anomaly",nurse01,patient-records,Read,Medium,"Russia, Moscow",true,202,1264,false,ZTP-02,20,true,0.4754
394,"Emergency Break-Glass Override",emergency.admin,patient-records,Write,High,"Nigeria, Lagos",true,1346,0,false,ZTP-05,45,true,0.0289
395,"Location / Travel Anomaly",itsecurityadmin01,patient-records,Read,Medium,"Unknown / VPN",true,1002,1313,false,ZTP-02,20,false,0.463
